date,year,month,station_id,station_name,tmean,tmean_norm,tmean_z,precip_mm,precip_p95,delta_tmean_1d,signals,triggered_parameters,risk_points,severity
2008-01-06,2008,1,30230,Киренск,-19.0,-25.84,0.62,0.5,2.9,8.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-09,2008,1,30230,Киренск,-20.7,-25.74,0.48,1.9,2.92,13.7,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-13,2008,1,30230,Киренск,-39.2,-26.79,-1.22,0.6,2.8,8.099999999999994,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-14,2008,1,30230,Киренск,-30.3,-27.17,-0.3,0.4,2.81,8.900000000000002,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-15,2008,1,24944,Олёкминск,-29.9,-33.19,0.38,1.2,2.13,10.100000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-19,2008,1,24266,Верхоянск,-36.7,-45.18,1.4,0.5,1.5,8.699999999999996,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-20,2008,1,24944,Олёкминск,-24.9,-32.22,0.84,0.0,2.17,10.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-21,2008,1,24266,Верхоянск,-29.3,-45.2,2.72,1.5,1.5,5.400000000000002,аномально тёплый день; экстремальные суточные осадки,tmean_z ≥ 2; precip_mm ≥ wet-day P95,3,умеренная
2008-01-21,2008,1,24959,Якутск,-35.8,-36.91,0.18,1.6,1.6,0.8000000000000043,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-01-22,2008,1,24266,Верхоянск,-25.3,-45.3,3.51,2.8,1.65,4.0,аномально тёплый день; экстремальные суточные осадки,tmean_z ≥ 2; precip_mm ≥ wet-day P95,3,экстремальная
2008-01-22,2008,1,24343,Жиганск,-31.0,-37.12,0.9,3.8,3.78,1.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-01-22,2008,1,24959,Якутск,-32.7,-36.73,0.67,1.9,1.6,3.0999999999999943,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-01-23,2008,1,24266,Верхоянск,-33.7,-45.15,2.03,0.4,1.74,-8.400000000000002,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-01-23,2008,1,30230,Киренск,-16.0,-26.57,1.05,2.3,2.48,20.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-23,2008,1,24688,Оймякон,-42.6,-45.6,0.45,1.1,1.4,9.199999999999996,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-25,2008,1,24343,Жиганск,-35.6,-36.3,0.1,2.7,3.94,8.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-26,2008,1,24266,Верхоянск,-41.2,-44.33,0.5,1.8,1.97,9.799999999999997,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-01-31,2008,1,30230,Киренск,-14.0,-24.6,1.12,0.2,2.65,12.8,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-06,2008,2,24343,Жиганск,-26.6,-36.23,1.36,4.2,3.64,1.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-02-07,2008,2,24266,Верхоянск,-30.8,-43.94,2.01,0.3,2.02,8.400000000000002,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-02-08,2008,2,30230,Киренск,-12.2,-23.84,1.23,0.4,2.8,10.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-12,2008,2,24944,Олёкминск,-18.7,-27.46,1.13,0.2,2.45,13.3,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-14,2008,2,24343,Жиганск,-29.2,-33.93,0.71,3.8,2.73,8.599999999999998,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-02-15,2008,2,24343,Жиганск,-21.1,-33.44,1.9,6.1,2.7,8.099999999999998,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,экстремальная
2008-02-15,2008,2,24266,Верхоянск,-15.9,-42.88,3.96,0.0,1.6,27.800000000000004,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,экстремальная
2008-02-15,2008,2,30230,Киренск,-8.5,-21.91,1.49,1.4,2.89,11.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-16,2008,2,24959,Якутск,-21.7,-32.27,2.15,0.3,1.8,9.900000000000002,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-02-16,2008,2,24266,Верхоянск,-13.9,-42.63,4.2,0.0,1.6,2.0,аномально тёплый день,tmean_z ≥ 2,1,экстремальная
2008-02-16,2008,2,24343,Жиганск,-18.7,-33.05,2.24,2.3,2.87,2.400000000000002,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-02-16,2008,2,24944,Олёкминск,-10.2,-25.45,2.0,0.1,2.12,5.700000000000001,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-02-17,2008,2,24343,Жиганск,-19.7,-32.71,2.06,4.0,2.86,-1.0,аномально тёплый день; экстремальные суточные осадки,tmean_z ≥ 2; precip_mm ≥ wet-day P95,3,экстремальная
2008-02-17,2008,2,24266,Верхоянск,-20.9,-42.37,3.18,0.0,1.27,-6.999999999999998,аномально тёплый день,tmean_z ≥ 2,1,экстремальная
2008-02-17,2008,2,24959,Якутск,-15.7,-31.85,3.3,0.2,1.8,6.0,аномально тёплый день,tmean_z ≥ 2,1,экстремальная
2008-02-18,2008,2,24266,Верхоянск,-26.1,-42.23,2.42,0.0,1.1,-5.200000000000003,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-02-18,2008,2,30230,Киренск,-12.9,-20.63,0.87,0.3,2.12,8.299999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-18,2008,2,24959,Якутск,-19.9,-31.44,2.35,0.4,1.78,-4.199999999999999,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-02-21,2008,2,24266,Верхоянск,-29.9,-41.19,1.62,1.3,1.3,8.899999999999999,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-02-24,2008,2,30230,Киренск,-17.4,-17.78,0.04,0.8,2.09,13.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-25,2008,2,24944,Олёкминск,-16.1,-21.85,0.79,0.0,1.98,8.599999999999998,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-26,2008,2,30230,Киренск,-1.8,-17.07,1.74,0.4,2.09,12.899999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-27,2008,2,24688,Оймякон,-32.4,-39.14,1.04,0.5,1.88,12.5,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-29,2008,2,24343,Жиганск,-23.6,-28.34,0.74,0.3,3.51,8.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-02-29,2008,2,30230,Киренск,-0.8,-16.09,1.76,1.1,2.1,10.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-03,2008,3,30230,Киренск,0.4,-14.81,1.8,0.0,2.09,4.4,зимняя/весенняя оттепель,month ∈ X–IV; tmean > 0; tmean_z ≥ 1.5,2,умеренная
2008-03-04,2008,3,24343,Жиганск,-11.1,-26.41,2.47,3.4,3.53,8.299999999999999,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-03-05,2008,3,24343,Жиганск,-13.0,-26.0,2.07,1.7,3.76,-1.9000000000000004,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-05,2008,3,24959,Якутск,-10.2,-23.11,2.28,0.8,1.9,7.400000000000002,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-06,2008,3,24343,Жиганск,-12.2,-25.43,2.07,0.9,3.73,0.8000000000000007,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-06,2008,3,24944,Олёкминск,-2.7,-17.89,2.1,0.0,2.1,2.0999999999999996,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-06,2008,3,24959,Якутск,-8.0,-22.54,2.52,1.1,1.92,2.1999999999999993,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-07,2008,3,24266,Верхоянск,-17.3,-33.22,2.28,2.2,1.58,5.800000000000001,аномально тёплый день; экстремальные суточные осадки,tmean_z ≥ 2; precip_mm ≥ wet-day P95,3,экстремальная
2008-03-07,2008,3,24944,Олёкминск,-4.2,-17.63,1.86,2.2,2.1,-1.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-03-11,2008,3,24343,Жиганск,-16.3,-22.66,0.92,3.2,4.2,11.8,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-11,2008,3,30230,Киренск,-3.8,-12.19,1.08,0.0,2.52,8.3,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-12,2008,3,24959,Якутск,-14.5,-19.03,0.76,2.5,2.5,4.800000000000001,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-03-14,2008,3,24688,Оймякон,-16.3,-29.17,1.73,0.3,1.96,17.400000000000002,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-15,2008,3,30230,Киренск,-2.6,-10.36,1.07,0.5,2.3,13.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-15,2008,3,24944,Олёкминск,-10.6,-14.04,0.48,0.0,2.15,8.200000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-17,2008,3,24343,Жиганск,-6.3,-19.64,1.85,5.4,4.54,8.2,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-03-17,2008,3,24266,Верхоянск,-16.1,-25.33,1.11,0.0,1.75,14.5,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-18,2008,3,24266,Верхоянск,-4.3,-24.55,2.43,0.3,1.54,11.8,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-03-18,2008,3,24343,Жиганск,-11.8,-18.93,0.97,4.9,4.85,-5.500000000000001,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-03-18,2008,3,24944,Олёкминск,-17.2,-12.46,-0.63,4.6,2.2,-15.899999999999999,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-03-19,2008,3,24959,Якутск,-13.3,-15.09,0.28,5.4,3.76,-9.4,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-03-19,2008,3,24266,Верхоянск,-5.6,-23.55,2.12,0.0,1.54,-1.2999999999999998,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-24,2008,3,30230,Киренск,-2.4,-6.25,0.61,0.0,3.27,12.6,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-25,2008,3,24266,Верхоянск,-8.6,-19.13,1.4,0.0,1.74,10.299999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-26,2008,3,24266,Верхоянск,-2.2,-18.53,2.27,0.0,1.8,6.3999999999999995,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-03-28,2008,3,24944,Олёкминск,1.0,-7.79,1.55,0.0,4.08,2.5,зимняя/весенняя оттепель,month ∈ X–IV; tmean > 0; tmean_z ≥ 1.5,2,умеренная
2008-03-30,2008,3,24266,Верхоянск,-3.1,-16.99,2.08,0.0,2.28,12.3,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-03-30,2008,3,24343,Жиганск,-6.1,-13.45,1.24,0.0,7.11,8.4,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-03-31,2008,3,24944,Олёкминск,1.2,-6.87,1.6,0.0,4.81,4.5,зимняя/весенняя оттепель,month ∈ X–IV; tmean > 0; tmean_z ≥ 1.5,2,умеренная
2008-04-01,2008,4,24959,Якутск,0.4,-8.64,1.87,0.0,3.99,1.5,зимняя/весенняя оттепель,month ∈ X–IV; tmean > 0; tmean_z ≥ 1.5,2,умеренная
2008-04-04,2008,4,24266,Верхоянск,-2.0,-15.34,2.02,0.1,2.72,14.399999999999999,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-04-07,2008,4,24343,Жиганск,-12.3,-10.89,-0.24,5.3,8.7,8.399999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-04-08,2008,4,24266,Верхоянск,-12.0,-13.55,0.25,1.4,2.6,10.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-04-12,2008,4,24343,Жиганск,-6.5,-8.31,0.32,0.0,10.04,8.3,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-04-17,2008,4,24343,Жиганск,-8.4,-5.64,-0.51,4.2,8.92,9.999999999999998,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-04-26,2008,4,24688,Оймякон,-10.0,-4.32,-1.13,0.7,4.02,8.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-05-18,2008,5,24343,Жиганск,-1.7,4.43,-1.23,16.6,13.58,-2.6,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-05-26,2008,5,30230,Киренск,5.2,10.87,-1.43,18.4,12.68,-6.7,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-05-31,2008,5,30230,Киренск,12.9,12.38,0.14,14.3,12.38,2.200000000000001,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-06-03,2008,6,24343,Жиганск,21.9,11.92,2.12,0.0,10.74,5.199999999999999,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-06-11,2008,6,24266,Верхоянск,7.3,14.5,-1.5,13.3,9.55,-2.8,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-06-12,2008,6,30230,Киренск,12.1,16.38,-1.34,21.1,15.91,-10.1,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-06-18,2008,6,24688,Оймякон,15.5,14.07,0.47,16.3,12.0,-1.8999999999999986,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-06-29,2008,6,30230,Киренск,25.1,18.27,2.02,0.0,18.21,2.1000000000000014,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-06-30,2008,6,30230,Киренск,25.3,18.22,2.09,0.0,19.0,0.1999999999999993,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-07-04,2008,7,30230,Киренск,15.3,18.47,-1.01,18.1,16.45,-3.099999999999998,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-07-06,2008,7,24688,Оймякон,13.3,15.75,-0.72,11.9,9.8,-1.1999999999999993,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-07-11,2008,7,24343,Жиганск,25.9,16.76,2.25,0.0,20.7,1.5999999999999979,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-07-16,2008,7,24266,Верхоянск,26.6,17.05,2.02,0.0,13.15,1.1000000000000014,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-07-29,2008,7,24959,Якутск,12.0,19.05,-2.12,31.5,26.13,-5.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-08-08,2008,8,30230,Киренск,14.7,16.91,-0.79,21.3,16.2,-1.1000000000000014,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-10,2008,8,24959,Якутск,16.7,17.37,-0.23,11.6,11.21,-1.1000000000000014,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-11,2008,8,24944,Олёкминск,13.7,15.98,-0.7,22.3,18.78,1.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-20,2008,8,30230,Киренск,13.4,14.51,-0.37,24.8,13.88,-0.9000000000000004,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-21,2008,8,24688,Оймякон,13.9,10.53,0.98,11.7,9.15,0.7000000000000011,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-23,2008,8,24944,Олёкминск,12.3,13.06,-0.24,16.6,14.69,-1.5999999999999996,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-08-31,2008,8,24944,Олёкминск,8.7,10.67,-0.56,36.1,12.9,-1.8000000000000007,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-09-05,2008,9,24944,Олёкминск,5.2,9.33,-1.21,23.0,13.51,-2.7,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-09-24,2008,9,30230,Киренск,2.9,4.39,-0.45,5.8,5.68,-0.30000000000000027,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-06,2008,10,24343,Жиганск,0.0,-3.07,0.91,9.4,8.4,-0.3,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-11,2008,10,24944,Олёкминск,-4.3,-1.82,-0.57,6.3,5.4,-3.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-12,2008,10,24944,Олёкминск,-5.5,-2.2,-0.73,5.7,5.25,-1.2000000000000002,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-18,2008,10,24343,Жиганск,-2.9,-8.85,1.33,7.5,6.48,-0.7999999999999998,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-19,2008,10,30230,Киренск,1.2,-2.34,0.75,6.2,6.0,-1.3,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-24,2008,10,24266,Верхоянск,-13.2,-18.82,0.75,0.0,3.01,8.8,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-10-25,2008,10,24266,Верхоянск,-2.0,-19.65,2.29,0.0,2.99,11.2,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-10-29,2008,10,24944,Олёкминск,-2.5,-9.67,1.13,5.3,3.8,1.2000000000000002,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-10-30,2008,10,24944,Олёкминск,-1.7,-10.35,1.32,4.5,3.98,0.8,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-11-01,2008,11,24959,Якутск,-7.4,-15.92,1.23,4.9,4.78,-1.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-11-06,2008,11,24688,Оймякон,-22.1,-29.16,0.93,3.7,3.7,5.599999999999998,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-11-08,2008,11,30230,Киренск,-6.5,-10.96,0.52,0.0,4.85,14.3,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-09,2008,11,24944,Олёкминск,-3.8,-15.92,1.57,0.6,3.6,17.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-09,2008,11,24959,Якутск,-15.4,-21.82,1.02,0.4,3.53,11.6,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-10,2008,11,24959,Якутск,-8.5,-22.26,2.18,0.2,3.42,6.9,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-11-13,2008,11,24688,Оймякон,-19.1,-33.12,2.16,0.8,3.04,4.299999999999997,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2008-11-19,2008,11,30230,Киренск,-7.9,-18.04,1.03,5.3,3.3,13.9,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-11-21,2008,11,24688,Оймякон,-32.7,-35.84,0.45,2.1,2.32,8.399999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-22,2008,11,24266,Верхоянск,-33.5,-36.0,0.34,1.0,3.49,8.5,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-24,2008,11,30230,Киренск,-3.2,-19.62,1.65,3.5,3.5,4.3999999999999995,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-11-27,2008,11,24944,Олёкминск,-25.6,-26.77,0.14,4.1,2.9,8.600000000000001,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-11-27,2008,11,30230,Киренск,-3.3,-20.34,1.66,0.9,3.54,8.5,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-11-28,2008,11,30230,Киренск,-9.2,-20.61,1.1,4.3,3.56,-5.8999999999999995,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-11-30,2008,11,24944,Олёкминск,-21.2,-28.09,0.78,2.6,2.82,16.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-05,2008,12,30230,Киренск,-26.4,-23.02,-0.28,1.1,4.14,12.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-06,2008,12,24688,Оймякон,-36.5,-42.97,0.89,2.3,2.24,0.5,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-12-06,2008,12,30230,Киренск,-14.1,-23.38,0.77,3.6,3.93,12.299999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-07,2008,12,24266,Верхоянск,-44.0,-43.5,-0.09,1.5,2.2,8.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-12,2008,12,30230,Киренск,-19.2,-24.54,0.46,1.3,3.44,15.2,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-12,2008,12,24944,Олёкминск,-24.2,-30.91,0.78,1.1,2.4,12.3,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-14,2008,12,30230,Киренск,-10.6,-25.29,1.25,4.3,3.47,4.700000000000001,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-12-17,2008,12,30230,Киренск,-17.2,-26.04,0.78,2.1,3.59,8.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-18,2008,12,24266,Верхоянск,-41.1,-43.76,0.38,2.4,1.97,7.799999999999997,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-12-21,2008,12,30230,Киренск,-24.8,-25.99,0.11,3.9,3.5,20.099999999999998,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-12-21,2008,12,24944,Олёкминск,-27.8,-31.93,0.48,3.7,2.32,11.8,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,экстремальная
2008-12-22,2008,12,30230,Киренск,-13.3,-25.99,1.15,5.3,3.5,11.5,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,экстремальная
2008-12-22,2008,12,24944,Олёкминск,-20.7,-31.9,1.31,2.6,2.52,7.100000000000001,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2008-12-23,2008,12,24688,Оймякон,-45.6,-45.78,0.03,1.5,2.21,10.899999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-24,2008,12,30230,Киренск,-14.1,-26.65,1.14,4.3,3.5,0.20000000000000107,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,экстремальная
2008-12-26,2008,12,24944,Олёкминск,-34.1,-31.41,-0.31,2.1,2.62,9.0,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-28,2008,12,24688,Оймякон,-38.4,-45.99,1.21,2.7,2.2,11.600000000000001,экстремальные суточные осадки; резкое потепление за сутки,precip_mm ≥ wet-day P95; delta_tmean_1d ≥ 8°C,3,умеренная
2008-12-29,2008,12,24688,Оймякон,-30.2,-45.84,2.54,1.5,1.81,8.2,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,умеренная
2008-12-29,2008,12,24959,Якутск,-27.6,-37.33,1.8,0.0,1.4,9.399999999999999,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2008-12-30,2008,12,24688,Оймякон,-25.6,-45.77,3.31,2.3,1.78,4.599999999999998,аномально тёплый день; экстремальные суточные осадки,tmean_z ≥ 2; precip_mm ≥ wet-day P95,3,экстремальная
2008-12-31,2008,12,24688,Оймякон,-33.0,-45.58,2.03,0.0,1.66,-7.399999999999999,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2009-01-01,2009,1,24343,Жиганск,-19.3,-35.45,2.26,2.5,2.95,2.599999999999998,аномально тёплый день,tmean_z ≥ 2,1,умеренная
2009-01-02,2009,1,24343,Жиганск,-23.4,-35.47,1.67,3.3,2.59,-4.099999999999998,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2009-01-02,2009,1,30230,Киренск,-9.8,-25.28,1.39,0.2,2.85,12.599999999999998,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2009-01-11,2009,1,30230,Киренск,-17.3,-26.15,0.86,0.3,2.9,8.5,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2009-01-11,2009,1,24944,Олёкминск,-19.4,-31.7,1.29,1.5,2.1,11.900000000000002,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2009-01-14,2009,1,24266,Верхоянск,-26.6,-45.5,3.27,0.7,1.34,11.100000000000001,аномально тёплый день; резкое потепление за сутки,tmean_z ≥ 2; delta_tmean_1d ≥ 8°C,2,экстремальная
2009-01-14,2009,1,30230,Киренск,-14.6,-27.17,1.22,0.8,2.81,17.9,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2009-01-17,2009,1,24343,Жиганск,-24.7,-37.58,1.85,4.9,3.08,2.8000000000000007,экстремальные суточные осадки,precip_mm ≥ wet-day P95,2,умеренная
2009-01-23,2009,1,30230,Киренск,-26.1,-26.57,0.05,1.8,2.48,14.600000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
2009-01-25,2009,1,24688,Оймякон,-36.4,-45.21,1.34,0.0,1.36,12.100000000000001,резкое потепление за сутки,delta_tmean_1d ≥ 8°C,1,умеренная
